pr_number,title,draft,base_branch,head_branch,base_sha,head_sha,merge_base_main,commit_count,changed_files_count,module,target_is_main,head_branch_exists,all_commits_in_main,patch_equivalent_in_main,diff_against_main,stack_parent_pr,stack_tip_pr,merge_conflict_status,ci_status,preliminary_classification,confidence,evidence,recommended_next_review
220,feat(invoices): canonical backend read path for invoice document versions,true,main,cursor/invoice-document-read-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,855040559d372adaa34aee5cea3f3fc1a449aea3,6043291206433caca05a79c9394668c55005e2fd,8,42,cross-cutting,true,true,false,false,NON_EMPTY,219,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/8 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=8, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (42 paths) | GitHub target diff: 42 files, +6428/-88 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 3 open ancestors, 9 open descendants; base=main | file overlap: 42 paths overlap 560 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
221,feat(documents): canonical invoice PDF generation with versioning and persistent errors,true,main,cursor/invoice-document-generation-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,92a34035a24ef372d659975b452b78b0703a21be,6043291206433caca05a79c9394668c55005e2fd,9,52,cross-cutting,true,true,false,false,NON_EMPTY,220,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/9 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=9, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (52 paths) | GitHub target diff: 52 files, +7558/-125 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 4 open ancestors, 8 open descendants; base=main | file overlap: 52 paths overlap 561 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
222,feat(invoices): typed invoice detail read model (GET /invoices/:id/detail),true,main,cursor/invoice-detail-read-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,bbae222327239955b9240c22ebc75e57ffc9f5bb,6043291206433caca05a79c9394668c55005e2fd,11,68,cross-cutting,true,true,false,false,NON_EMPTY,221,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/11 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=11, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (68 paths) | GitHub target diff: 68 files, +9674/-163 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 5 open ancestors, 7 open descendants; base=main | file overlap: 68 paths overlap 578 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
223,"Invoice provenance: schema, read model, and write paths (V4.9.432–433)",true,main,cursor/invoice-provenance-model-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,e28a1157db6bdaae7259ecb717cfd9e8423a9592,6043291206433caca05a79c9394668c55005e2fd,13,77,cross-cutting,true,true,false,false,NON_EMPTY,222,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/13 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=13, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (77 paths) | GitHub target diff: 77 files, +11214/-230 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 6 open ancestors, 6 open descendants; base=main | file overlap: 77 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
224,Invoice visible text: business references instead of UUID fragments (V4.9.434),true,main,cursor/invoice-display-references-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,921efdbb7ec8ded3e37d73d82cc9d1aab0bdadda,6043291206433caca05a79c9394668c55005e2fd,14,82,cross-cutting,true,true,false,false,NON_EMPTY,223,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/14 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=14, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (82 paths) | GitHub target diff: 82 files, +11768/-242 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 7 open ancestors, 5 open descendants; base=main | file overlap: 82 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
225,V4.9.435 — Rechnungen: Fälligkeit & Steuer-Fallback,true,main,cursor/invoice-due-tax-fallback-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,390302c8224a4bc3cf916140f2583d27dad5018c,6043291206433caca05a79c9394668c55005e2fd,15,90,cross-cutting,true,true,false,false,NON_EMPTY,224,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/15 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=15, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (90 paths) | GitHub target diff: 90 files, +12656/-272 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 8 open ancestors, 4 open descendants; base=main | file overlap: 90 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
226,V4.9.436–437 — Rechnungsversand + revisionsfähiger E-Mail-Audit,true,cursor/invoice-due-tax-fallback-be2f,cursor/invoice-send-email-be2f,390302c8224a4bc3cf916140f2583d27dad5018c,0f678ff51422c5a2d0c6d7ab1e2b708bd380e702,6043291206433caca05a79c9394668c55005e2fd,2,31,cross-cutting,false,true,false,false,NON_EMPTY,225,229,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/2 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=2, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (110 paths) | GitHub target diff: 31 files, +2275/-99 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 9 open ancestors, 3 open descendants; base=cursor/invoice-due-tax-fallback-be2f | file overlap: 31 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
227,V4.9.438 — Zentrale Statusübergänge Rechnung vs. E-Mail-Versand,true,main,cursor/invoice-email-status-transitions-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,82895796ee9f92c0cba94ad0850c1d9e4b388ed1,6043291206433caca05a79c9394668c55005e2fd,18,116,cross-cutting,true,true,false,false,NON_EMPTY,226,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/18 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=18, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (116 paths) | GitHub target diff: 116 files, +15898/-387 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 10 open ancestors, 2 open descendants; base=main | file overlap: 116 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
228,V4.9.439 — Externer Rechnungsversand explizit erfassen (record-external-send),true,main,cursor/invoice-record-external-send-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,5eba6f9897592097d47379972bb1ebb1b8f81bde,6043291206433caca05a79c9394668c55005e2fd,19,125,cross-cutting,true,true,false,false,NON_EMPTY,227,229,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/19 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=19, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (125 paths) | GitHub target diff: 125 files, +16919/-391 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 11 open ancestors, 1 open descendants; base=main | file overlap: 125 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
229,V4.9.440 — Zentraler Rechnungs-Zahlungsbefehl (kein Auto-BANK_TRANSFER),true,main,cursor/invoice-payment-command-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,06b1d97b0826588395d69e0e7476dd1c055e1050,6043291206433caca05a79c9394668c55005e2fd,20,132,cross-cutting,true,true,false,false,NON_EMPTY,228,229,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/20 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=20, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (132 paths) | GitHub target diff: 132 files, +18043/-473 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 12 open ancestors, 0 open descendants; base=main | file overlap: 126 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
230,feat(invoices): process outbox with retry and reconciliation (V4.9.456),true,main,cursor/invoice-process-reconciliation-be2f,4f08b84c2850ea56ceb37a183b948b1ed067288e,a6d1cca4f9e81abbc0df23980abfe6679d070351,4f08b84c2850ea56ceb37a183b948b1ed067288e,1,32,cross-cutting,true,true,false,false,NON_EMPTY,,,CONFLICTING,NO_CHECKS_REPORTED,CONFLICTING,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (32 paths) | GitHub target diff: 32 files, +2087/-24 | GitHub mergeability: CONFLICTING/DIRTY | file overlap: 12 paths overlap 561 open PRs",Phase 2: inspect conflict paths and whether a newer branch supersedes this diff.
233,docs: Task Domain v2 — verbindliche Spezifikation,true,main,cursor/task-domain-v2-spec-c2c2,2a5212e004e6cb45fd2d289bceb44a2dc40820dc,20f30382c95afb31aeb10067b16a198ce5c341ef,a7fda3be5843379807b23ab2e16b94371d6d8bf9,1,1,documentation,true,true,false,false,NON_EMPTY,,,CONFLICTING,NO_CHECKS_REPORTED,DOCS_ONLY,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (1 paths) | GitHub target diff: 1 files, +631/-0 | GitHub mergeability: CONFLICTING/DIRTY | all 1 changed files are documentation paths",Phase 2: review documentation validity and whether referenced implementation exists in main.
234,docs: Task-Management Read-only-Inventur,true,main,cursor/task-management-inventory-c2c2,2a5212e004e6cb45fd2d289bceb44a2dc40820dc,0e7498bfb1e3f09d49ec8e9dce875146675791bc,a7fda3be5843379807b23ab2e16b94371d6d8bf9,1,1,documentation,true,true,false,false,NON_EMPTY,,,CONFLICTING,NO_CHECKS_REPORTED,DOCS_ONLY,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (1 paths) | GitHub target diff: 1 files, +521/-0 | GitHub mergeability: CONFLICTING/DIRTY | all 1 changed files are documentation paths",Phase 2: review documentation validity and whether referenced implementation exists in main.
235,docs: Ist-Analyse Rechnungsfunktion (OrgInvoice),true,main,cursor/invoice-function-ist-analysis-c2c2,d134d3f207139ddbdcd58fb03c61633e120e3635,7628cd369dbf06f7f607df69b6475706e8ba3c4a,d134d3f207139ddbdcd58fb03c61633e120e3635,1,1,documentation,true,true,false,false,NON_EMPTY,,,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,DOCS_ONLY,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (1 paths) | GitHub target diff: 1 files, +637/-0 | GitHub mergeability: MERGEABLE/CLEAN | all 1 changed files are documentation paths",Phase 2: review documentation validity and whether referenced implementation exists in main.
237,docs(architecture): ADR kanonisches Rechnung↔Dokument-Zielmodell,true,main,cursor/invoice-document-relation-adr-c2c2,d134d3f207139ddbdcd58fb03c61633e120e3635,d8e799931abcac2125d946d5ada61fc3af7f0a90,d134d3f207139ddbdcd58fb03c61633e120e3635,1,3,cross-cutting,true,true,false,false,NON_EMPTY,,238,CONFLICTING,NO_CHECKS_REPORTED,STACK_ANCESTOR,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (3 paths) | GitHub target diff: 3 files, +441/-2 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 0 open ancestors, 1 open descendants; base=main | file overlap: 3 paths overlap 543 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
238,feat(schema): GeneratedDocument Versionierung + Generierungszustand (additiv),true,main,cursor/invoice-document-schema-c2c2,d134d3f207139ddbdcd58fb03c61633e120e3635,b255d7d406e662370b21ddea3588de8e8d66fce8,d134d3f207139ddbdcd58fb03c61633e120e3635,2,6,cross-cutting,true,true,false,false,NON_EMPTY,237,238,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/2 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=2, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (6 paths) | GitHub target diff: 6 files, +588/-2 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 1 open ancestors, 0 open descendants; base=main | file overlap: 5 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
240,Fleet Status V2: Inventory P1 (Prompts 1–11),true,main,cursor/vehicle-status-inventory-p1-be2f,73cd91fc21890321d833d55f7b6f5cb69e3ec1c8,44096910549d1ec35a5046bb8672f6eab8066b67,2a5212e004e6cb45fd2d289bceb44a2dc40820dc,28,88,cross-cutting,true,true,false,false,NON_EMPTY,,242,CONFLICTING,NO_CHECKS_REPORTED,STACK_ANCESTOR,HIGH,"commit reachability: 0/28 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=28, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (88 paths) | GitHub target diff: 88 files, +13487/-1051 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 0 open ancestors, 2 open descendants; base=main | file overlap: 88 paths overlap 560 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
241,docs(audit): vehicle operational state cache audit (Prompt 23),true,main,cursor/vehicle-operational-state-cache-audit-be2f,0ffebced798d54f80ec89f28ede97d1ceba24d6b,3445b9a44a4864fe8d22a8af796dd786aea5b7aa,2a5212e004e6cb45fd2d289bceb44a2dc40820dc,29,89,cross-cutting,true,true,false,false,NON_EMPTY,240,242,CONFLICTING,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/29 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=29, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (89 paths) | GitHub target diff: 89 files, +13949/-1051 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 1 open ancestors, 1 open descendants; base=main | file overlap: 89 paths overlap 560 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
242,feat(vehicles): fleet operational Redis cache invalidation (Prompt 24),true,main,cursor/fleet-operational-cache-invalidation-be2f,f16c743b3f4261a8ef9cb4c6c655815b59f3cf11,c89033b7a658d096193a283af154e8bce4c806ac,2a5212e004e6cb45fd2d289bceb44a2dc40820dc,30,94,cross-cutting,true,true,false,false,NON_EMPTY,241,242,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/30 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=30, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (94 paths) | GitHub target diff: 94 files, +14532/-1062 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 2 open ancestors, 0 open descendants; base=main | file overlap: 89 paths overlap 560 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
250,V4.9.496 — Today's Operational booking/status slices (Prompt 32/43),true,cursor/rental-readiness-derivation-be2f,cursor/todays-operational-slice-be2f,edd6fb9f54e9952814d9489a5f99dfcef54a3c9d,abfb274353e2d838cb1b36ad98fd3bb3b6ae2f81,abfb274353e2d838cb1b36ad98fd3bb3b6ae2f81,1,12,unknown,false,true,true,UNKNOWN,EMPTY,,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 12 files, +542/-92 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 0 open ancestors, 574 open descendants; base=cursor/rental-readiness-derivation-be2f | file overlap: 7 paths overlap 554 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
251,V4.9.497 — Canonical status source for Dashboard/Fleet slices (Prompt 33/43),true,cursor/todays-operational-slice-be2f,cursor/canonical-slice-consistency-be2f,abfb274353e2d838cb1b36ad98fd3bb3b6ae2f81,a9cfacc9246ebff72d6c268fce02407382d6bfea,a9cfacc9246ebff72d6c268fce02407382d6bfea,1,13,cross-cutting,false,true,true,UNKNOWN,EMPTY,250,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 13 files, +553/-36 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 1 open ancestors, 573 open descendants; base=cursor/todays-operational-slice-be2f | file overlap: 8 paths overlap 7 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
